nombre,postal,calle,numero,cocina,lat,lon,wheelchair
Pizzería La Apetitosa,,,,,38.8415637,-0.5225512,
El Jardí,,,,,38.842153,-0.5218545,
El Ancla,,Avenida de Europa,2,regional,28.0501974,-16.5293891,
Knight n' Squire,28036,Calle de Félix Boix,,burger,40.4633985,-3.6869296,
O galo da Loli,,,,burger,42.2644933,-8.78334,
La Cacharrería,10003,Calle Orellana,1,tapas,39.4736397,-6.371382,limited
Casa Dioni,,,,,42.3936599,-3.7159476,
Bar Tarifa,,,,,38.8360008,-0.5176824,
El Calero,,,,,38.8402676,-0.5186275,
,,,,,40.432286,-3.6277418,
Bar Estación,,,,regional,42.3574441,-5.7459747,
La Cantosa,,,,pizza,28.9491609,-13.7441602,
El Caleton,,,,fish,28.9838783,-13.8314646,yes
Restaurante Universo,,,,chinese,40.4287337,-3.6474739,
Restaurante Casa García,,,,pizza,29.1167842,-13.5642672,
Amendoa,,,,,29.1082936,-13.6656792,
Río Azul,,,,,29.107678,-13.6664081,
,,,,,28.9133139,-13.7790583,
Balcón de Femés,,,,,28.9126717,-13.7798895,
El Mirador,,,,,28.9127822,-13.7799632,
Cofradía de pescadores la tiňosa,,,,seafood,28.9209144,-13.6729903,
Chiara,,,,italian,39.4739853,-6.372638,
El rincón de la hamburguesa,,,,burger,39.4719695,-6.3794142,
Club de Golf,,,,,39.8415981,3.1672037,
Restaurante Mayor,28830,Avenida de Algorta,23,,40.417861,-3.5249101,
San Basilio,,Calle de San Andrés,40,,41.402087,-4.319008,
La Tagliatella,,,,,42.2614129,3.1524448,
A Cascada,,,,,42.909936,-9.1296639,
Asador Mauro,47300,Calle Atarazanas,,regional,41.5959494,-4.1167773,
Restaurante Ambivium,47300,Camino de Carraovejas,,,41.5948174,-4.0878683,
El Asador La VIlla,,,,,28.3950809,-16.5453106,
Can Margarit,,Carrer de la Concòrdia,,,41.3732173,2.1601153,
,,,,,41.9259237,2.2860715,
Can Jubany,,,,,41.929365,2.3017247,
Benichus,,Plaça del Vell Pla,15,,41.7864692,1.2893361,
Mezcal Taco Bar,08015,Carrer del Comte Borrell,152,mexican,41.3830563,2.1554872,
Bella Napoli,,,,pizza,28.2958632,-16.3745123,
El Bucio,,,,,28.2959512,-16.3737195,
El Chinchorro,,,,,28.2959518,-16.3738016,
Taperia Puerto,,,,fish;regional,28.2960562,-16.3730498,
Mascalzone,,Avenida Cristóbal Colón,14,pizza;italian_pizza,28.295944,-16.3741863,
Terraza Chibusque,,,,,28.2957785,-16.3735804,
los Amigos,07590,Plaça dels Mariners,3,,39.711827,3.4629132,limited
Ca'n Tomás,07590,Plaça dels Mariners,7,italian;pizza;pasta,39.7116423,3.4630162,
Poseidon,,,,,37.4044331,-5.9559269,
Casablanca,,,,,39.1515937,-5.9068182,
La Nonna 52,15005,Rúa Emilia Pardo Bazán,21,italian,43.361594,-8.4068801,
Los Siete Robles,,,,,39.4895037,-6.3588963,
Restaurante Las Tejas,,,,,39.6121343,-3.2082035,
Pizzería Neptuno,,,,pizza,37.3033162,-3.1386832,
Cervecería La Roda,,,,,37.3948568,-5.9812315,
Restaurante Armendia,20590,Ezozi auzoa 7,,regional,43.1828693,-2.4195644,
Mesón Gredos,,,,,40.2814461,-3.8084804,
Mesón Ence,,,,,42.6830787,-2.9196646,
La Colina,,,,regional,42.6837849,-2.9218415,
Portillo,,,,,43.2058846,-3.129653,
Restaurante La Llariega,,,,regional,43.3325501,-5.6630378,
Restaurant Vila-Tascons,17258,Carrer del Roca Maura,,regional,42.0531168,3.1983996,
Masala,17258,Avinguda de Roma,,indian,42.0526413,3.1971429,
El Chaparral,,,,,40.4566714,-3.4721548,
El Gamo,,Avenida de la Guardia,27,regional,40.5196885,-3.7765953,
La Pausa,,,,,42.4035269,-3.5502463,
La Tasquera Loca,,,,regional,42.3493378,-3.697017,no
El Pati Verd,,,,,41.978691,2.8212408,
Cafetería-Restaurante A Cantina,,,,regional,43.1592273,-7.6952462,
Café Restaurante Ponte-Miraz,,,,regional,43.1514117,-7.6872674,
Casa Carteiro,,,,regional,43.1197289,-7.7277423,
Casa Pichín,,,,regional,43.159768,-7.6357241,
Mesón o Muiño,,,,regional,43.1735332,-7.7399763,
Restaurante Casa Varela,,,,regional,43.1593726,-7.6359826,
Taberna Casa Veiga,,,,regional,43.1799783,-7.603588,
Taberna do Labrego,,,,regional,43.1743803,-7.7396504,
La Villa Mexican & Grill,,,,,36.486937,-4.9890148,
El Kist,,Calle Melchor Cobo Medina,20,international,37.7676165,-3.7858874,
Can Rafael,08553,Avinguda Onze de Setembre,32;34,,41.8371536,2.2809361,
El Fogón de Manuel,06011,Calle Gaspar Méndez,17,regional,38.8663015,-6.9902112,
Zebra,,,,international,38.9841085,1.29843,
Hotel Arganzón Plaza,09294,Plaza Mayor,1,,42.7665206,-2.8313773,
Aldea Santillana,,,,,40.9238232,-3.5605572,
Meridiano Cero,,,,spanish,41.2481265,-0.0130413,
El pollo tropical,,,,,43.4120756,-3.4362808,
Paradise,,,,,36.4873893,-4.9897468,
Mesón El Bierzo,,,,,40.9805905,-5.6657005,
Venta Domínguez,,,,regional,37.0636304,-5.8076074,
Mr. Gourmet Burger,,,,,36.4834409,-4.9874909,yes
Mesón Borgoña,,,,,40.983288,-5.6643548,
El Arcén,,,,,40.6242421,-3.9916808,
Ginos,,,,italian,40.6382161,-4.0183604,
Vips,,,,international,40.6379454,-4.0181485,
Garvo Fusión,,,,,40.5227304,-3.8907339,
Don Quijote,,,,,41.5786328,-1.1130844,designated
Batirtze,,,,,43.2005875,-3.0479265,
Abadengo,,,,,42.3369094,-3.718927,limited
Hotel Insua,15130,Playa de Quenxe,,,42.9567343,-9.1929454,yes
La Cozina,,Paseo de las Doce Estrellas,2,mediterranean,40.4613847,-3.6164455,
El Jardín del Palacio,,,,,40.4615669,-3.6166931,
La Siembra,,,,,40.4633319,-3.616773,
La Dehesa,,,,,40.4633108,-3.6170043,
Calbenta,,,,,40.4632544,-3.6174007,
,,,,,40.46255,-3.6176733,
The Table,28004,Calle de la Beneficencia,,,40.4269053,-3.698058,
Puerto Escondido,,,,,36.5999301,-6.2230844,
La Lobita,42149,Avenida de la Constitución,54,fine_dining;spanish,41.8366746,-3.0062919,
Restaurant Santa Marta,17320,Carrer de Francesc Aromir,2,regional,41.7166423,2.9328095,
Los Pachequitos,,,,regional,38.0214661,-1.137443,
DLujo,,,,,40.3976317,-3.6960684,
Braseria Can Canal,08592,Camí de Valldeneu,,regional,41.7521096,2.2479701,
El Zaguan,,,,,29.058832,-13.5605493,yes
Pomodoro,,Avenida de la Constitución,86-5,italian;pasta;pizza,40.456871,-3.4738129,
Restaurant Les Corones,17258,Carrer del Coral,,regional,42.051493,3.195411,
Restaurant Can Sanchez,17258,Avinguda de Roma,,regional,42.0515819,3.1955431,
Restaurant Taj Mahal,17258,Avinguda de Roma,,indian,42.0518132,3.1958672,
Alejandro,,,,regional,42.685645,-2.922656,
Restaurante La Orza,,,,regional,40.2313986,-2.3327405,
Restaurant China Town,17258,Avinguda de Roma,,chinese,42.0522742,3.1967145,
San Roque,,,,,41.9107315,-8.8532571,
,,,,,41.391002,2.155619,
Restaurante Bravo,,,,seafood,42.0514662,3.1978056,
Restaurante Jose's,,,,,40.4254478,-3.5501156,
Gilán,28026,Calle de Antonio López,140,regional,40.390988,-3.7030155,
Ca la Maria,25270,Carrer Major,,,41.6556403,1.419468,
El Rincón Castellano,,,,regional,40.4057958,-3.8838752,
El Timón,,,,seafood,28.0441788,-16.536673,
Nero,,,,,40.9650796,-5.6646021,
Mesón Cervantes,,,,,40.9645786,-5.6636931,no
De María,28013,Calle Preciados,32,argentinian,40.4197262,-3.7063834,
#PORNEAT,28017,Calle de Mateo García,45,burger,40.4294895,-3.6524241,
As Tres Meigas,,,,,43.3415644,-8.233544,
O Telleiro,,,,,43.3416823,-8.2385946,
Manaia,,,,,43.1260452,-7.0689134,
Restarante Ananas,17258,Avinguda de Roma,,pizza,42.0512868,3.1951032,
El nou Casal,,,,,41.4820888,2.2683349,yes
L'avi Mingo,,,,regional,41.483326,2.2685536,no
Las Encinas,,,,,40.4244346,-3.5458104,
Kebab,,,,,40.4239938,-3.5437988,
,,,,,43.1270092,-7.0748356,
Gastrobar Jema,,,,,42.6857035,-2.9239515,
Giovannino,,,,italian,40.9620008,-5.6650528,no
La Casa de las Pulgas,,,,,40.9637037,-5.6635324,no
Ginos,37001,Plaza del Ángel,1,italian,40.9641744,-5.6628425,yes
Pizzería La Competencia,,,,pizza,40.9637881,-5.6633839,
Casa Santoña,28006,Calle de Núñez de Balboa,105,,40.4357403,-3.6820068,
Asador Cristóbal,,Calle de Pinos Alta,23,,40.4661064,-3.6962247,no
Los José's La Tapita,,Calle Plácido Domingo,,spanish,27.7692324,-15.5777013,
El Errante,,,,regional,42.3440651,-3.6882581,no
Surtopía,28006,Calle de Núñez de Balboa,106,regional,40.4353719,-3.6818311,
La Puntilla,,,,spanish,28.9602659,-13.5468084,
Ein Prosit,,,,german,43.2640966,-2.9313542,no
Breizh,28004,Calle de la Madera,36,breton,40.4243694,-3.7034804,
Deusto,,,,,43.2705784,-2.9442947,
Mei Hao,,,,chinese,43.2702539,-2.9421308,
Ta Chien,,,,chinese,43.270588,-2.9439953,
,,,,,36.6448531,-4.4882879,
L'Adore,28005,Calle de las Maldonadas,2,,40.4108612,-3.7074892,no
Frutos,,,,,36.6455704,-4.4893958,
Vip Burguer,,,,burger,41.6609953,-4.7346787,
Freiduria La Feria,,,,,37.4031227,-6.0367013,
Adrak,28028,Calle de Pilar de Zaragoza,68,indian,40.4363121,-3.6720333,
Fuuud,,,,bocadillos_y_ensaladas,41.5451399,2.1095963,no
Ti Amo Pizza,28012,Calle de Embajadores,102,,40.4021236,-3.7005414,
Il Clandestino,,,,,36.4995235,-4.9737518,
La Posada,28250,Calle Real,4,regional,40.5757069,-3.9286602,
Taberna Real,28250,Calle Real,3,marisquería,40.5759116,-3.9286151,
Alcaravea,28006,Calle de Castelló,83,,40.4321296,-3.6810288,
Flash Flash,28006,Calle de Núñez de Balboa,75,,40.4306795,-3.6824249,
Pólvora,28006,Calle de Juan Bravo,23,,40.4328293,-3.6806908,
Restaurante Cassandra,28006,Calle de Núñez de Balboa,76,mediterranean,40.4318104,-3.6821303,
Sandwich Club Café,28006,Calle de José Ortega y Gasset,33,,40.4302191,-3.6810407,
Gozatu,,,,,43.2592802,-2.9230307,yes
La Olla,48006,Plaza Nueva / Plaza Barria,2,,43.2592106,-2.9230372,yes
Víctor,,,,,43.2591431,-2.9230437,no
Fussion Boom,,,,,40.9765801,-5.6755283,
Rubimar,,,,chinese,40.4726048,-3.6300482,
La Vacavieja,,Calle Espoz y Mina,26,steak_house,40.9657423,-5.6653159,no
LiliCook,,,,,40.9658111,-5.6652952,yes
Charra Burguer,,,,,40.9659081,-5.6652718,
Azogue Viejo,,,,,40.9661832,-5.6649512,yes
Europe,,,,,39.5079538,2.5315622,
Moon,,,,,39.5080011,2.531236,
The Katmandu,,,,nepalese-indian,36.6230127,-4.4995819,
Mesón Julio,,Calle Centro,,regional,41.7961747,-3.0331107,
Jaime Beriestain Concept Store,08037,Carrer de Pau Claris,167,,41.3954834,2.1632356,yes
Hamburguesería Cebrián,50018,Jorge Guillén,2,burger,41.6683896,-0.8873256,yes
La Plazoleta,,,,regional,37.3953787,-5.9908161,yes
Noumon Lin,43005,Carrer Cardenal Vidal i Barraquer,44,chinese,41.1129486,1.2417732,
Yokohama,43005,Carrer Cardenal Vidal i Barraquer,,japanese,41.1123527,1.2426733,
Doris,,,,,28.5661507,-16.329339,
San Nicolás,,,,,28.4753688,-16.433749,
Bar-Mesón Jardín de Baco,,,,,40.3845875,-3.6083935,
Restaurante Chino La Muralla,,,,chinese,40.3861668,-3.608962,
Jardín de Baco II,,Calle de Fuentespina,6,,40.3798563,-3.6059167,
Express,,,,mediterranean,39.4777024,-0.3809173,yes
La Dichosa,28015,Calle de Bernardo López García,11,regional,40.4265217,-3.7098449,no
La Catedral de Zamora,28010,Calle Santa Engracia,22,spanish,40.430935,-3.6968049,
La Taquería de Birra,,,,mexican,40.4116433,-3.7134563,
Piccolo Diavolo,28014,Calle de Fúcar,11,italian,40.4114617,-3.6955698,no
Bar Graffiti,,,,,40.4123163,-3.7136746,no
Bar Sanlúcar,28005,Calle de San Isidro Labrador,14,,40.4110229,-3.7132115,
Mesón Giro,,,,,43.2896966,-3.9597925,
,,,,,43.2189341,-3.9442379,
MARVELLOUS,,,,,36.4873565,-4.9527425,
Pato Laqueado de Pekín,,,,chinese,40.4679974,-3.6897214,
Il Farabutto Centro,,,,italian,43.0131344,-7.5548455,
Café Bar Nachos,,Pz. Sta Mª de la Cabeza,,spanish,40.828441,-3.1558147,
El Ral,25280,Passeig de Sant Antoni Maria Claret,8,,41.994397,1.5146563,
El Rincon de Victoria,,,,,36.474063,-5.0047068,
Restaurante Manolo,,,,,39.9767997,-3.1892763,
Restaurante Santa Cruz,45370,Avenida de Magallanes,17,,39.9766537,-3.1875762,
Neptuno,,Avenida Maritima Puerto de Santiago,25,regional,28.230501,-16.8413913,limited
Bar Chele,04004,Calle Canónigo Molina Alonso,,,36.8353316,-2.4582698,
La Tasquilla,04004,Calle Canónigo Molina Alonso,,,36.8352977,-2.4585763,
Don Paco,04004,Calle José Artés de Arcos,19,,36.8351712,-2.4587946,
Family,,,,pizza,28.3563716,-16.7813932,
Foster's Hollywood,31002,Calle Paulino Caballero,5,american,42.814096,-1.6415276,
Pizzeria Edén,17258,Carrer de l' Esglesia,,pizza,42.0549591,3.1991307,
Pizzeria La Barraca,17258,Carrer de l' Esglesia,,pizza,42.0550358,3.1993637,
Restaurant Siglo Nuevo,17258,Carrer de Victor Concas,,international,42.0547403,3.1993104,
Taberna Cocinarte,28049,Avenida del Monasterio de Silos,20,,40.5034757,-3.7085675,
Guamasa,,,,mexican,28.491575,-16.3747852,
El Rincón de Cai,,,,,39.5950758,2.6863875,
Vips,28028,Avenida de América,2,international,40.4373416,-3.6770296,yes
Abades Bailén,23710,Autovía del Sur - Km 288,,,38.1434697,-3.7289204,
el Bosquet,,,,,41.7927369,0.8336702,
Baviera,,,,,43.3752927,-4.4877904,
Restaurant Roberts,17258,Passeig Marítim,,regional,42.0541153,3.1997691,
Can Fortuny,08540,Plaça Major,2,regional,41.7976802,2.2189903,
Pizzeria Paradis,17258,Carrer de la Platja,48,pizza;italian,42.0545827,3.1993544,
Guillermo,,,,spanish,38.3503557,-0.4864709,
Lo Nuestro,,,,spanish,38.3503541,-0.4863285,
Mixtura,,Calle Felipe Bergé,,,38.3450529,-0.4872337,
Restaurante Fu Li Hua,,,,,41.558774,2.0973082,yes
Tito,,,,regional,41.294973,-1.8954212,
El Timón,,Avenida de Aragón,14,regional,41.2961982,-1.8939591,
,,,,,36.7629651,-2.1092879,
,,,,,36.7635918,-2.1082054,
El Buffi,,,,,41.9962611,1.5171509,
El Cobert,,,,,41.9963416,1.5189855,
Can Ferran,,,,,41.5127951,2.0515928,
Mesón Cerro Pelón 3,,Calle Concepción,35,,39.7236667,-4.6429094,
Restaurante Capitol,,Calle la Iglesia,,regional,39.7251741,-4.6409151,
Cofradía de Pescadores,,,,regional,28.7390743,-13.8674508,
La Bodega Canaria,,,,regional,28.7390359,-13.867553,limited
La Marquesina,,,,regional,28.7391053,-13.8672675,
Pincha Cabra,,,,regional,28.7398221,-13.8685442,
El Anzuelo,,,,regional,28.7403588,-13.8664445,
Masala,,,,regional;organic,42.3486933,-3.694804,yes
Venta La Ramira,,,,,37.1219554,-5.5334584,
,,,,,36.7617583,-2.1083639,
La Abaceria,,,,,36.7619074,-2.1083696,
,,,,,36.7679632,-2.1094992,
,,,,,36.7641018,-2.1053156,
Ristorante Vesuvius,,,,,36.7640042,-2.1057123,
Panrallao,,,,,37.3812801,-5.9714333,
Bar Llopart,08014,Carrer del Guadiana,28,regional,41.3741493,2.1391662,
,,,,,43.3145192,-8.2483162,
Casa Jay,,,,,42.7880865,-4.8436697,
El Tremazal,,,,,42.7979815,-4.8482263,
Hong Kong,,,,chinese,40.3148686,-3.855717,
El Valle,07829,Carrer Valencia,23,,38.9625316,1.269043,
Restaurant Ca La Càndida,,,,,42.1011629,2.2171188,
Puerta de Arrobio,,,,,43.2254818,-5.4347012,
Parrillada Carlos,,Guiliade,75,,43.2580677,-8.251378,
Pizzissima,35100,Calle Las Dalias,12,italian,27.7680633,-15.5482798,
Churrería y Freiduría Victoria,41002,Alameda de Hércules,,churro,37.3978286,-5.9937435,
Ramen Kagura,28013,Calle de las Fuentes,1,japanese,40.4168633,-3.7087502,
La Gaditana,28009,Calle Fuente del Berro,23,,40.4250237,-3.670776,
La Taberna del Arte,,,,,40.4442438,-3.7031107,
Sidrería Balmori,28003,Calle de Bravo Murillo,86,regional,40.4453491,-3.7037854,
Bierkraft,41002,Calle Correduría,35,,37.3979082,-5.9921537,
Parrilla Nirri,06800,Calle Mirandilla,2,,38.9270777,-6.3366707,
Sushi & Brothers,41002,Calle Correduría,46,japanese,37.3978891,-5.9919526,
M4 Street Food,41002,Calle Correduría,38,arab,37.3977442,-5.9922503,
Graciosa,,,,,28.4173837,-16.5429893,
La Cofradía del Mar II,,,,,28.3717386,-16.7675476,
Espumosos Aragonia,50009,Avenida Juan Pablo II,28,tapas;beer;grill,41.6407614,-0.9104291,yes
Castillo de Uña,,,,,40.2233676,-1.9774796,
,,,,italian,36.7655198,-2.1089845,
Bar Roca,,Carrer de l'Almàssera,34,,38.8309175,-0.1972069,
Toro Burger,,,,burger,28.1386571,-15.4334019,
La Vieja Encina,,,,,40.5946266,-3.7082588,
Valdemeso,28013,Calle de Mesonero Romanos,,regional,40.4191584,-3.7045804,
Edulis,28760,Calle Añil,2,regional,40.5959424,-3.7084906,no
Kechua,28013,Calle de las Fuentes,9,peruvian,40.4172484,-3.7087333,
La Casita Latina,28013,Costanilla de los Ángeles,,regional,40.4195924,-3.7080721,
Gymage,,,,,40.421424,-3.7047819,
Taberna KM. O,,San Juan kalea,4,,43.3173244,-2.6774697,
el Casino de Borgonyà,08571,Borgonyà,10,,42.0650298,2.2426773,
Restaurant Marina,17258,Carrer de la Platja,,regional,42.0544252,3.2018031,
Sociedad,,,,,42.8153231,-1.7197158,
Little Rock,,,,,40.5948199,-3.707646,
Don Panxo,28015,Calle de Noviciado,6,,40.4256595,-3.7080131,
Olive,28015,Calle del Conde Duque,24,,40.4273726,-3.7104292,no
Dionisos,28015,Calle del Conde Duque,26,greek,40.4274422,-3.710384,no
La Mestiza,28015,Calle de la Palma,73,,40.426795,-3.7089357,
Maus,,,,burger,43.3608927,-5.8420993,
Tapas 2.0,,,,,40.9637512,-5.6644032,yes
Cal Pitu,,,,,41.3178739,2.0929988,
Albergue de la Real Fábrica,,,,,42.327723,-3.0137702,
Palacio Azcárate,,,,,42.3258311,-3.0141628,
Sunshine Restaurante,,,,,38.0064615,-0.6577519,
Hotel Zentral Parque,47007,Paseo del Hospital Militar,17,,41.6422616,-4.7320256,
Restaurante Chino Gran Mundo,37002,Calle Doctor Piñuela,2,chinese,40.9658053,-5.6636217,yes
Sigland,28015,Calle de San Bernardo,118,international,40.4317611,-3.7048287,limited
Polisón,09003,Paseo del Espolón,1,,42.3404347,-3.7005587,yes
Tapaspaña,28013,Gran Vía,73,regional,40.423139,-3.7109116,no
TAPAloguistaS,28004,Calle del Espíritu Santo,21,,40.4254809,-3.7045021,no
d. Pepe,,,,,28.1824557,-16.8143019,
Junk Burger,28003,Calle de José Abascal,31,,40.4385242,-3.6984226,no
Bandolero,,,,,37.8789853,-4.7805385,limited
Paco Martín,18005,Calle Carrera de la Virgen,,regional,37.1702672,-3.5970809,
Casa Clemencia,,,,,39.4805848,-0.3581425,
Sushi Gin,,,,japanese,40.4299573,-3.6739455,no
,,Calle de José Ortega y Gasset,73,,40.4299362,-3.6731487,
Tandoori Station,,,,indian,40.4298308,-3.6709472,
Taberna del Olivo,28006,Calle de José Ortega y Gasset,98,spanish,40.4295474,-3.6712251,
Wok,28013,Calle de Campomanes,,asian,40.4192414,-3.7091305,
Ma Bretagne,,Calle de San Vicente Ferrer,9,breton,40.4255556,-3.7021949,
Marisqueria Cal Tet,17258,Carrer de Santa Anna,38,regional,42.0553115,3.2016086,
Al kasaba,,,,,43.3344594,-1.7898277,
Restaurant Can Dalfò,17258,Carrer del Port,10,regional,42.0548809,3.2027136,
Buffet,37002,Calle Toro,66,spanish,40.9675877,-5.6613867,yes
Zèfir,08500,Eix Onze de Setembre,29,,41.9300534,2.2443345,yes
Restaurante FU,,,,,37.9894624,-0.6688513,
Gele,39005,Calle de Eduardo Bonet,,regional,43.4626281,-3.8006234,
Foster's Hollywood,,,,american,40.4315636,-3.6583806,
"Restaurant ""la Penya""",25630,carrer del Portal de Caps,,regional,42.18646,0.9006032,
"Restaurant ""Casa Lola""",25630,carrer de Soldevila,,regional,42.1851342,0.9001346,
Restaurant Alba,17258,Plaça de l'Esglesia,2,regional,42.055628,3.1995586,
Can Yosvani,,,,spanish,41.6855377,0.3106208,
Restaurante La Dehesa,,,,,38.2615303,-5.6772983,
La Taberna Grande,09200,San Juan,25,regional,42.6841786,-2.9530885,
Las Delicias,,,,,42.683485,-2.9523,
Casa Antonio,,,,,39.8558913,-4.0224642,
Casa Mon,38687,Calle de la Plaza,5,regional,28.2004978,-16.8273117,
Can Sulayetas,,,,spanish,39.0612376,1.4086225,
Bar Restaurant Casi Casi,17258,Passeig Marítim,,regional,42.0547411,3.2047463,
Restaurant Felix,17258,Passeig Marítim,,regional,42.0549671,3.2041019,
Pizzeria - Gelateria Gelatone,17258,Passeig Marítim,45,italian,42.0545549,3.2023933,
Restaurant L'Entrepà,17258,Passeig Marítim,,burger,42.0550284,3.2038022,
Restaurant Montserrat,17258,Passeig Marítim,,regional,42.0550652,3.2036419,
Bar Restaurant O'Malleys,17258,Passeig Marítim,,burger,42.0550129,3.2038826,
Restaurant Rosamar,17258,Passeig Marítim,,regional,42.054521,3.2023256,
Restaurant Els Arquets,17258,Passeig Marítim,,pizza,42.0547122,3.2048697,
La Gitana Loca,,Avenida Emilio Lemos,8,regional,37.4018153,-5.9238101,
La Nicoletta,,,,,40.4569803,-3.6926298,
Royal Thai,28020,Avenida de Brasil,30,thai,40.4577561,-3.6933814,
Hong Kong,,Calle de San Germán,12,chinese,40.4567027,-3.6930421,
Cre-Cottê,28020,Avenida de Brasil,26,crepe,40.4570024,-3.6929727,
Casa Tinin,,,,,40.4567971,-3.6929011,
Cafe Gula,38760,Paseo Marítimo,,burger;sandwich;bagel;salad,28.5865866,-17.9106103,
Casa Tagoro,,Calle del Valle Menéndez,28,,28.05161,-16.7169803,
La Pinta Bar-Restaurant,,,,,39.7698313,3.1479999,
Shanghái Mama,28020,Calle de la Infanta Mercedes,62,chinese,40.4603467,-3.6962868,
Matcha,28020,Calle de la Infanta Mercedes,62,,40.4601648,-3.6963682,
Slice of New York Rota,,Avenida San Fernando,12,pizza,36.6211116,-6.3613605,yes
Chino Canton,,,,chinese,27.7678197,-15.5445334,
Fin do Camiño,45155,Rúa Federico Ávila,5,,42.9072431,-9.263928,
Magoni,,,,,38.0037939,-0.6548894,
Restaurante Wok,,,,chinese,43.3393096,-1.7936891,
Restaurante Yong Feng,,,,chinese,43.3382683,-1.7907766,yes
Raffaella,,Calle de Silvano,92,pasta;pizza,40.4625594,-3.6370327,
,,,,,40.4359407,-3.6765125,
La Dolce Vita,,,,italian,36.6180829,-6.3570301,
La Tavola,28250,Calle de Ángel Yagüe,2,regional,40.5789464,-3.9562691,
Lennon,28250,Calle de Jesusa Lara,41,regional,40.5789862,-3.9549416,
De Pancho a Zapata,28250,Calle de Jesusa Lara,18,mexican,40.5790992,-3.9540829,
Tommy Mel's,,Calle de Silvano,92,burger,40.4625518,-3.6368651,
Abadìa,,,,,37.9807181,-0.6648327,
Katxetas,,,,,42.6721748,-2.0294067,
La Fonda,35250,Calle Antonio Benítez Galindo,6,regional,27.9189398,-15.4387885,
La Panera,49640,,,,41.90281,-5.4876509,
El Perro Y La Galleta Castelló,28001,Calle de Castelló,12,,40.4231551,-3.6815566,
Mesón Gous,15165,Carrio,73,,43.3104832,-8.2319962,
Venta del Tizón,,,,,39.058429,-3.3724455,
La Tagliatella,,,,italian,40.4393177,-3.6733875,
Min,,,,chinese,40.4393929,-3.6729726,
La Quinta de Jarama,,,,,40.6064067,-3.5782916,
Restaurante El Oliventino,,,,,40.5909478,-3.5836559,
Hermanos Saez,,,,asian,40.4381852,-3.6724984,
El Rincón de Asturias,,,,regional,40.401479,-3.7021803,
La Retoñera de Arribes,,,,regional,41.2356119,-6.3822344,
Patagonia Steak House,,,,,38.2311485,-0.5257899,
100 Montaditos,,,,sandwich,40.4114195,-3.7080763,yes
Batzarki,48190,,12,regional,43.2294561,-3.1619202,
No mames wey,28012,Calle de Argumosa,23,,40.4081204,-3.6980296,
Pimiento Verde,,,,regional,40.4259686,-3.6851972,
Alfredo's Barbacoa,,Calle de Lagasca,5,burger,40.4214299,-3.6859171,
Ginos,,,,italian,40.4396999,-3.6823326,
Vips,,,,international,40.4396675,-3.682384,
El cantábrico,,,,,43.5446797,-5.6637644,limited
985 taberna,,,,,43.5444596,-5.6636848,no
Asador de Velázquez,28935,Calle Pintor Velázquez,65,regional,40.3216143,-3.8808236,
Bar Les Mestes,,,,regional,43.5418957,-5.4067329,
Casa Mia Italia,,,,italian,38.350927,-0.487186,
Luigi,08003,Via Laietana,41,italian,41.3862659,2.1753788,
"Tasca ""La Farmacia""",,,,,40.4572049,-3.6924112,
Lizarrán,,,,spanish,40.4567035,-3.6920165,
Cafetería Haya 19,28020,Calle del Poeta Joan Maragall,19,,40.4570275,-3.6924252,
Member's,,,,,40.4566427,-3.6920211,
La Metroteca,,Avenida de Brasil,26,,40.4573055,-3.6929827,
La Parrilla de Madrid,,,,,40.4572392,-3.6929918,
Al Sultán,08012,Carrer del Torrent de l'Olla,143,arab;moroccan,41.4035661,2.1554863,
Taberna La Plaza,,,3,regional,40.5197603,-3.7770757,
Restaurant La Sal,17258,Passeig Marítim,,regional,42.0546701,3.2050616,
Restaurant Santa Clara,17258,Passeig Marítim,18,regional,42.0546402,3.2052004,
Euskebab,,,,kebab,43.3409988,-1.794105,
La Ochava de Julio,,,,,40.287554,-3.9163567,
,,,,,40.3029037,-3.9046614,
Asador Mesón La Bodega,,,,regional,41.4560225,-3.9172579,
Antigua Taquería,28012,Calle de los Cabestreros,4,mexican,40.4095063,-3.7041665,
Los Chuchis,28012,Calle del Amparo,82,international,40.4072863,-3.7010846,
Restaurant y Lounge Bar Port Blau,17258,Passeig Marítim,,international,42.0545641,3.2055402,
Asador pollo pico,20305,Embajador Pedro Aristegui hiribidea,4,chicken,43.3402191,-1.8115292,
El Pantano,,,,,42.2402973,-4.6049311,
El Refugio Hotel-Restaurante,11612,Plaza San Antón,5,,36.7029698,-5.4223926,
La Terraza,39685,Avenida de José Manuel Abascal,6,regional,43.1574515,-3.7833649,
Mi Vida,35138,Local,110,"regional,pizza,fish",27.8174427,-15.765599,
Buffet Isidro,,Avenida del Mediterráneo,,,38.535776,-0.109578,
Rincón Chalaco,08206,Carrer de Mare de les Aigües,,"regional,_peruano",41.5602654,2.0915165,
el Doll,,,,catalan,41.997142,0.8471454,
Reataurante El Sol,,,,,40.4201603,-3.6255807,
Horno Panadería San Claudio,,,,,40.4199713,-3.6254466,
Tavico,,Calle de Raimundo Fernández Villaverde,44,,40.4460374,-3.6979314,
The Gofre Place,,,,,28.5854517,-17.9096685,
Casa María,,,,regional,42.9909238,-7.5384002,
Cambalache,,,,pizza,43.0094956,-7.5535451,
Venta la Parra,,,,regional,36.7505246,-6.0688213,
